"","Player.ID","Last.Name","First.Name","Bats","Pitches","Team","V7"
"487","sievr101","Sievers","Roy","R","R","SLA","OF"
"488","sleal101","Sleater","Lou","L","L","SLA","P"
"489","sommb101","Sommers","Bill","R","R","SLA","3B"
"490","stard102","Starr","Dick","R","R","SLA","P"
"491","stirs101","Stirnweiss","Snuffy","R","R","SLA","2B"
"492","thoml102","Thomas","Leo","R","R","SLA","3B"
"493","uptot101","Upton","Tom","R","R","SLA","SS"
"494","widma101","Widmar","Al","R","R","SLA","P"
"495","woodk101","Wood","Ken","R","R","SLA","OF"
"496","bilks101","Bilko","Steve","R","R","SLN","1B"
"497","blatj101","Blatnik","Johnny","R","R","SLN","OF"
"498","bolld101","Bollweg","Don","L","L","SLN","1B"
"499","boyec101","Boyer","Cloyd","R","R","SLN","P"
"500","braza101","Brazle","Al","L","L","SLN","P"
"501","brech101","Brecheen","Harry","L","L","SLN","P"
"502","buchj104","Bucha","Johnny","R","R","SLN","C"
"503","dealc101","Deal","Cot","B","R","SLN","P"
"504","dierc101","Diering","Chuck","R","R","SLN","OF"
"505","dusae101","Dusak","Erv","R","R","SLN","P"
"506","garaj101","Garagiola","Joe","L","R","SLN","C"
"507","gardd101","Gardella","Danny","L","L","SLN","PH"
"508","glavt101","Glaviano","Tommy","R","R","SLN","3B"
"509","hearj102","Hearn","Jim","R","R","SLN","P"
"510","hemus101","Hemus","Solly","L","R","SLN","3B"
"511","howeb101","Howerton","Bill","L","R","SLN","OF"
"512","johnk101","Johnson","Ken","L","L","SLN","P"
"513","jonen101","Jones","Nippy","R","R","SLN","1B"
"514","kazae101","Kazak","Eddie","R","R","SLN","3B"
"515","lanim101","Lanier","Max","R","L","SLN","P"
"516","lindj101","Lindell","Johnny","R","R","SLN","OF"
"517","lowrp101","Lowrey","Peanuts","R","R","SLN","2B"
"518","marim101","Marion","Marty","R","R","SLN","SS"
"519","martf101","Martin","Fred","R","R","SLN","P"
"520","micke101","Mickelson","Ed","R","R","SLN","1B"
"521","miere101","Mierkowicz","Ed","R","R","SLN","PH"
"522","mille104","Miller","Eddie","R","R","SLN","SS"
"523","mungr101","Munger","Red","R","R","SLN","P"
"524","musis101","Musial","Stan","L","L","SLN","OF"
"525","nelsr103","Nelson","Rocky","L","L","SLN","1B"
"526","papaa101","Papai","Al","R","R","SLN","P"
"527","pohot101","Poholsky","Tom","R","R","SLN","P"
"528","pollh101","Pollet","Howie","L","L","SLN","P"
"529","riced101","Rice","Del","R","R","SLN","C"
"530","riceh102","Rice","Hal","L","R","SLN","OF"
"531","schor101","Schoendienst","Red","B","R","SLN","2B"
"532","slaue101","Slaughter","Enos","L","R","SLN","OF"
"533","stalg103","Staley","Gerry","R","R","SLN","P"
"534","walkh102","Walker","Harry","L","R","SLN","OF"
"535","wilkt101","Wilks","Ted","R","R","SLN","P"
"536","bearg102","Bearden","Gene","L","L","WS1","P"
"537","coang101","Coan","Gil","L","R","WS1","OF"
"538","combm101","Combs","Merl","L","R","WS1","SS"
"539","conss101","Consuegra","Sandy","R","R","WS1","P"
"540","dents101","Dente","Sam","R","R","WS1","SS"
"541","evana101","Evans","Al","R","R","WS1","C"
"542","genog101","Genovese","George","L","R","WS1","PH"
"543","grasm101","Grasso","Mickey","R","R","WS1","C"
"544","harrm101","Harris","Mickey","L","L","WS1","P"
"545","haynj101","Haynes","Joe","R","R","WS1","P"
"546","hittl101","Hittle","Lloyd","R","L","WS1","P"
"547","hudss101","Hudson","Sid","R","R","WS1","P"
"548","kellh103","Keller","Hal","L","R","WS1","C"
"549","kozaa101","Kozar","Al","R","R","WS1","2B"
"550","kuzab101","Kuzava","Bob","B","L","WS1","P"
"551","marrc101","Marrero","Connie","R","R","WS1","P"
"552","martr102","Martinez","Rogelio","R","R","WS1","P"
"553","meles101","Mele","Sam","R","R","WS1","OF"
"554","michc101","Michaels","Cass","R","R","WS1","2B"
"555","morej102","Moreno","Julio","R","R","WS1","P"
"556","nagys101","Nagy","Steve","L","L","WS1","P"
"557","norei101","Noren","Irv","L","L","WS1","OF"
"558","obrit103","O'Brien","Tommy","R","R","WS1","OF"
"559","okril101","Okrie","Len","R","R","WS1","C"
"560","ortir101","Ortiz","Roberto","R","R","WS1","OF"
"561","ostrj102","Ostrowski","Johnny","R","R","WS1","OF"
"562","pascc101","Pascual","Carlos","R","R","WS1","P"
"563","pearj101","Pearce","Jim","R","R","WS1","P"
"564","robes102","Robertson","Sherry","L","R","WS1","OF"
"565","robie101","Robinson","Eddie","L","R","WS1","1B"
"566","rossb101","Ross","Bob","R","L","WS1","P"
"567","scarr102","Scarborough","Ray","R","R","WS1","P"
"568","simaa101","Sima","Al","R","L","WS1","P"
"569","singe101","Singleton","Elmer","R","R","WS1","P"
"570","stewb101","Stewart","Bud","L","R","WS1","OF"
"571","taylf101","Taylor","Fred","L","R","WS1","1B"
"572","vernm101","Vernon","Mickey","L","L","WS1","1B"
"573","vollc101","Vollmer","Clyde","R","R","WS1","OF"
"574","weikd101","Weik","Dick","R","R","WS1","P"
"575","weltd101","Welteroth","Dick","R","R","WS1","P"
"576","yoste101","Yost","Eddie","R","R","WS1","3B"
